LSOA code,LSOA name,LONG__y,LAT_y,Anti-social behaviour
E01010524,Wolverhampton 013C,-2.14685,52.5988,26
E01010525,Wolverhampton 013D,-2.14126,52.5981,29
E01010526,Wolverhampton 016A,-2.13419,52.5962,16
E01010527,Wolverhampton 016B,-2.13985,52.5956,37
E01010528,Wolverhampton 016C,-2.13075,52.5939,102
E01010529,Wolverhampton 016D,-2.13596,52.5928,33
E01010530,Wolverhampton 035H,-2.11909,52.5816,70
E01010531,Wolverhampton 034A,-2.09693,52.5501,26
E01010532,Wolverhampton 034B,-2.10683,52.5477,12
E01010533,Wolverhampton 032A,-2.11278,52.5615,19
E01010534,Wolverhampton 034C,-2.09579,52.5552,10
E01010535,Wolverhampton 032B,-2.10226,52.5604,12
E01010536,Wolverhampton 032C,-2.11108,52.5556,6
E01010537,Wolverhampton 032D,-2.11281,52.5518,4
E01010538,Wolverhampton 034D,-2.10541,52.5532,11
E01010539,Wolverhampton 009A,-2.15655,52.6028,20
E01010540,Wolverhampton 009B,-2.16672,52.6031,14
E01010541,Wolverhampton 003C,-2.15421,52.6187,9
E01010542,Wolverhampton 009C,-2.15206,52.6127,8
E01010543,Wolverhampton 003D,-2.15736,52.6162,7
E01010544,Wolverhampton 009D,-2.16624,52.6121,6
E01010545,Wolverhampton 009E,-2.15389,52.6059,20
E01010546,Wolverhampton 014A,-2.18306,52.6045,2
E01010547,Wolverhampton 014B,-2.16843,52.5952,17
E01010548,Wolverhampton 014C,-2.17712,52.5933,5
E01010549,Wolverhampton 014D,-2.1822,52.5929,3
E01010550,Wolverhampton 019B,-2.19568,52.5837,4
E01010551,Wolverhampton 019C,-2.17985,52.5845,12
E01010552,Wolverhampton 019D,-2.18781,52.5793,7
E01010553,Wolverhampton 014E,-2.18473,52.5979,4
E01010554,Wolverhampton 010A,-2.05633,52.6092,4
E01010555,Wolverhampton 005A,-2.06168,52.6139,12
E01010556,Wolverhampton 005B,-2.05301,52.6143,7
E01010557,Wolverhampton 005C,-2.06649,52.6114,2
E01010558,Wolverhampton 010B,-2.07734,52.6103,4
E01010559,Wolverhampton 005D,-2.05652,52.6197,12
E01010560,Wolverhampton 005E,-2.06381,52.6176,3
E01010561,Wolverhampton 012B,-2.0585,52.6006,3
E01010562,Wolverhampton 010C,-2.07399,52.6005,20
E01010563,Wolverhampton 010D,-2.05904,52.6055,20
E01010564,Wolverhampton 012C,-2.08241,52.5951,125
E01010565,Wolverhampton 012D,-2.06516,52.5996,12
E01010566,Wolverhampton 008E,-2.08277,52.6078,10
E01010567,Wolverhampton 010E,-2.06629,52.607,23
E01032527,Coventry 035G,-1.45298,52.3904,7
E01032528,Coventry 035H,-1.46173,52.3944,15
E01032529,Coventry 038E,-1.47455,52.3791,11
E01032530,Coventry 038F,-1.47826,52.3892,14
E01032531,Coventry 036E,-1.57994,52.395,101
E01032532,Coventry 036F,-1.59503,52.3962,17
E01032533,Coventry 036G,-1.58084,52.3877,12
E01032534,Coventry 037F,-1.50141,52.3891,39
E01032535,Coventry 037G,-1.4999,52.3928,11
E01032536,Coventry 001F,-1.47407,52.4538,19
E01032537,Coventry 001G,-1.47925,52.4493,23
E01032538,Coventry 001H,-1.48738,52.4484,24
E01032587,Coventry 043E,-1.50911,52.4498,19
E01032589,Birmingham 132E,-1.83418,52.4221,14
E01032590,Solihull 030D,-1.83326,52.4153,64
E01032591,Birmingham 133F,-1.94848,52.5255,8
E01032592,Sandwell 039F,-1.96832,52.5359,15
E01032885,Solihull 029F,-1.83613,52.3833,6
E01032886,Solihull 029G,-1.84228,52.3795,18
E01032887,Sandwell 018E,-2.01443,52.5239,58
E01032888,Walsall 018F,-1.97422,52.6064,71
E01032889,Walsall 013E,-1.97849,52.6179,47
E01033058,Coventry 042F,-1.55197,52.3864,14
E01033187,Dudley 006G,-2.09198,52.5256,51
E01033557,Birmingham 134B,-1.9087,52.4757,100
E01033559,Birmingham 049E,-1.91121,52.4902,39
E01033561,Birmingham 050E,-1.88445,52.4845,111
E01033562,Birmingham 087F,-1.94456,52.4525,42
E01033564,Birmingham 136C,-1.91997,52.4763,29
E01033565,Birmingham 137B,-1.91264,52.4829,46
E01033567,Birmingham 135B,-1.89909,52.4724,22
E01033615,Birmingham 135C,-1.89514,52.475,296
E01033616,Birmingham 135D,-1.90313,52.4738,40
E01033617,Birmingham 050F,-1.89327,52.4853,161
E01033618,Birmingham 137C,-1.918,52.4779,7
E01033619,Birmingham 137D,-1.91524,52.4856,37
E01033620,Birmingham 138A,-1.8997,52.4814,693
E01033621,Birmingham 035G,-1.90357,52.5122,24
E01033622,Birmingham 138B,-1.90507,52.4831,43
E01033623,Birmingham 138C,-1.90527,52.4863,65
E01033624,Birmingham 134C,-1.90527,52.4714,28
E01033625,Birmingham 138D,-1.90486,52.4778,80
E01033626,Birmingham 134D,-1.90898,52.4711,21
E01033627,Birmingham 137E,-1.91355,52.4799,64
E01033628,Birmingham 041F,-1.89837,52.5029,72
E01033629,Birmingham 106F,-1.9929,52.435,76
E01033630,Birmingham 031H,-1.85212,52.5218,27
E01033631,Birmingham 079F,-1.9212,52.4577,16
E01033632,Birmingham 023F,-1.83213,52.5266,53
E01033633,Birmingham 125G,-2.01539,52.4049,80
E01033634,Birmingham 096G,-1.93014,52.4446,37
E01033635,Birmingham 039H,-1.93974,52.5018,47
E01033636,Birmingham 037F,-1.89091,52.5066,26
E01033637,Birmingham 041G,-1.89219,52.5007,32
E01033638,Birmingham 049F,-1.91123,52.4975,45
E01033639,Birmingham 136D,-1.92261,52.4747,128
E01033640,Birmingham 134E,-1.89967,52.4697,84
E01033641,Birmingham 140G,-1.85434,52.4481,30
E01033642,Birmingham 063F,-1.84079,52.4692,9
E01033643,Birmingham 082F,-1.86225,52.4541,15
E01033644,Birmingham 052F,-1.86046,52.4878,32
E01033645,Birmingham 088E,-1.89818,52.4559,19
E01033646,Birmingham 031I,-1.85027,52.5173,39
E01033647,Birmingham 058E,-1.84722,52.4793,29
E01033648,Birmingham 084F,-1.87907,52.4516,17
E01033649,Birmingham 058F,-1.84637,52.4821,10
E01033650,Birmingham 077F,-1.8637,52.462,34
